brand,model,year,mileage,engine,engine_size,transmission,automatic_transmission,fuel_type,drivetrain,min_mpg,max_mpg,damaged,first_owner,personal_using,turbo,alloy_wheels,adaptive_cruise_control,navigation_system,power_liftgate,backup_camera,keyless_start,remote_start,sunroof/moonroof,automatic_emergency_braking,stability_control,leather_seats,memory_seat,third_row_seating,apple_car_play/android_auto,bluetooth,usb_port,heated_seats,interior_color,exterior_color,price
MINI,Hardtop Cooper,2014,53225,"1.5L I-3 gasoline direct injection, DOHC, variable valve control",1.5,6-Speed Manual,0,Gasoline,Front-wheel Drive,23,33,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,Carbon Black,Pepper White,15000
Kia,Telluride SX,2022,22500,"LAMBDA II 3.8L V-6 gasoline direct injection, DOHC, D-CVVT varia",,8-Speed Automatic,1,Gasoline,Front-wheel Drive,19,24,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,Black,Ebony Black,44000
Honda,Pilot EX-L,2016,128626,3.5L V6 24V GDI SOHC,3.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,18,26,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,,Crystal Black Pearl,19989
Porsche,Cayenne GTS,2021,49781,4.0L V8 32V GDI DOHC Twin Turbo,4,8-Speed Automatic,1,Gasoline,Four-wheel Drive,18,26,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,Black,Carmine Red,94998
Ford,Expedition Max Limited,2019,50102,3.5L V6 24V GDI DOHC Twin Turbo,3.5,10-Speed Automatic,1,Gasoline,Four-wheel Drive,16,21,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,Ebony,Stone Gray Metallic,54750
Porsche,Panamera 4S,2012,82701,4.8L V8 32V GDI DOHC,4.8,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,17,24,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,Beige,Black,32995
Cadillac,Escalade Premium Luxury,2022,49917,6.2L V8 16V GDI OHV,6.2,10-Speed Automatic,1,Gasoline,Rear-wheel Drive,17,26,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,Black,Black Raven,83883
Audi,A8 L 55,2021,6534,3.0L V6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,17,26,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,Black,Mythos Black Metallic,63911
Jeep,Wrangler Sport S,2018,21820,"2L I-4 gasoline direct injection, DOHC, intercooled turbo, engin",2,Automatic,1,Gasoline,Four-wheel Drive,17,25,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,Black,Ocean Blue Metallic Clearcoat,33500
Land,Rover Defender 110 SE,2020,40070,3.0L I6 24V GDI DOHC Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,16,21,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,Ebony,Santorini Black,60500
FIAT,500X Pop,2017,44000,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Manual,0,Gasoline,Front-wheel Drive,25,33,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Black,Bianco Gelato White,13244
MINI,Hardtop John Cooper Works,2018,50094,"2L I-4 gasoline direct injection, DOHC, variable valve control,",2,Automatic,1,Gasoline,Front-wheel Drive,28,36,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,Carbon Black,Gray Metallic,24890
Suzuki,Forenza S,2005,147000,126.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,2,A/T,0,Gasoline,Front-wheel Drive,19,23,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gray,Red,1700
Kia,Sorento S,2020,16297,"LAMBDA II 3.3L V-6 gasoline direct injection, DOHC, D-CVVT varia",,Automatic,1,Gasoline,Four-wheel Drive,29,40,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,Stone Beige,Imperial Blue,28963
BMW,X6 M50i,2022,7077,4.4L V8 32V GDI DOHC Twin Turbo,4.4,8-Speed Automatic,1,Gasoline,Four-wheel Drive,16,22,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,Tacora Red,Black Sapphire Metallic,86880
Jaguar,XF S,2021,13315,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,2,Automatic,1,Gasoline,Rear-wheel Drive,21,28,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,Lt Oyster/Ebony/Lt Oyster,Fuji White,41999
Hyundai,Elantra GT Base,2014,106003,2.0L I4 16V GDI DOHC,2,6-Speed Automatic,1,Gasoline,Front-wheel Drive,24,28,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Black,Monaco White,12998
Nissan,Kicks SV,2022,14200,1.6L I4 16V MPFI DOHC,1.6,Automatic CVT,1,Gasoline,Front-wheel Drive,22,32,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,Charcoal,Electric Blue Metallic,28995
Volvo,S60 B5 Momentum,2022,34395,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,26,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,Blond,Thunder Gray Metallic,32295
Audi,A6 3.0t Sport,2018,47930,3.0L V6 24V GDI DOHC Supercharged,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,20,29,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,Black,Moonlight Blue Metallic,33998
Nissan,Titan PRO-4X,2021,6710,5.6L V8 32V GDI DOHC,5.6,9-Speed Automatic,1,Gasoline,Four-wheel Drive,25,32,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,Black,Black,48971
Volvo,S90 T6 R-Design,2020,49365,"Drive-E 2L I-4 gasoline direct injection, DOHC, variable valve c",,Automatic,1,Gasoline,Four-wheel Drive,18,24,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,Charcoal,Crystal White Metallic,37995
Cadillac,CT4-V V-Series Blackwing,2023,1445,3.6L V6 24V GDI DOHC Twin Turbo,3.6,Automatic,1,Gasoline,Rear-wheel Drive,18,27,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Jet Black,Black Raven,67999
Ford,F-150 XLT,2019,37442,3.5L V6 24V PDI DOHC Twin Turbo,3.5,10-Speed Automatic,1,Gasoline,Four-wheel Drive,,,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,Medium Earth Gray,Agate Black Metallic,40968
Land,Rover Discovery Sport SE,2021,20808,I4,,Automatic,1,Gasoline,Four-wheel Drive,16,21,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,Ebony,Firenze Red,35236
Cadillac,Escalade ESV Platinum,2020,55004,6.2L V8 16V GDI OHV,6.2,10-Speed Automatic,1,Gasoline,Four-wheel Drive,18,26,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,Jet Black,Radiant Silver Metallic,62990
Jaguar,F-TYPE R,2016,54312,5.0L V8 32V GDI DOHC Supercharged,5,8-Speed Automatic,1,Gasoline,Four-wheel Drive,18,23,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,Red / Jet,Polaris White,47404
Jaguar,F-PACE 25t Prestige,2020,37672,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,27,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,Latte / Espresso,Yulong White,34999
Mazda,CX-5 Grand Touring,2017,105215,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,25,31,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,Black,Jet Black Mica,17799
FIAT,500 Sport,2013,94874,1.4L I4 16V MPFI SOHC,1.4,5-Speed Manual,0,Gasoline,Front-wheel Drive,31,40,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Red,Gray,8498
Land,Rover Range Rover P400 SE,2023,5712,3.0L I6 24V GDI DOHC Turbo,3,Automatic,1,Gasoline,Four-wheel Drive,16,21,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ebony,Fuji White,143900
Mercedes-Benz,AMG E 63 S 4MATIC,2018,47165,4.0L V8 32V GDI DOHC Twin Turbo,4,9-Speed Automatic,1,Gasoline,Four-wheel Drive,24,34,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,Black,SELENI,69910
Lexus,RC 200t Base,2016,66956,2.0L I4 16V PDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,15,18,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,Black,Nebula Gray Pearl,24995
Ford,Focus RS Base,2016,60545,2.3L I4 16V GDI DOHC Turbo,2.3,6-Speed Manual,0,Gasoline,Four-wheel Drive,19,25,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,Charcoal Black,Nitrous Blue,32765
Alfa,Romeo Giulia Base,2022,238,2.0L I4 16V GDI SOHC Turbo,2,Automatic,1,Gasoline,Rear-wheel Drive,17,23,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,Black,Moonlight Gray Metallic,36083
FIAT,500 Sport,2012,53949,1.4L 16-valve I4 multi-air engine,1.4,Manual,0,Gasoline,Front-wheel Drive,30,38,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Black Interior,Nero (Black),7999
Mercedes-Benz,AMG S 63 Base 4MATIC,2017,71000,5.5L V8 32V GDI DOHC Twin Turbo,5.5,7-Speed Automatic,1,Gasoline,Four-wheel Drive,23,30,1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,designo Silk Beige,designo Diamond White Metallic,54997
Kia,Sportage LX,2015,65645,2.4L I4 16V GDI DOHC,2.4,6-Speed Automatic,1,Gasoline,Front-wheel Drive,35,39,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Black,Black Cherry,14860
Chevrolet,Trailblazer LT,2021,27170,1.3L I3 12V GDI DOHC Turbo,1.3,9-Speed Automatic,1,Gasoline,Four-wheel Drive,26,30,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,Black,Mosaic Black Metallic,26495
Chevrolet,Suburban LT,2016,101364,5.3L V8 16V GDI OHV,5.3,6-Speed Automatic,1,Gasoline,Four-wheel Drive,15,22,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,Jet Black,Siren Red Tintcoat,29742
Maserati,Ghibli Trofeo,2021,1428,3.8L V8 32V GDI DOHC Twin Turbo,3.8,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,15,25,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,Nero,Nero,89450
Alfa,Romeo Stelvio Veloce,2022,4188,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,28,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,Black,Vulcano Black Metallic,49690
Toyota,Tundra Limited,2021,18413,5.7L V8 32V MPFI DOHC,5.7,6-Speed Automatic,1,Gasoline,Four-wheel Drive,13,17,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,Black,Silver Sky Metallic,45998
Mercedes-Benz,GLE 350 Base,2022,11018,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,2,Automatic,1,Gasoline,Four-wheel Drive,17,27,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,Black,Polar White,65500
Hyundai,Santa Fe Sport 2.4L,2015,153352,"Theta II 2.4L I-4 gasoline direct injection, DOHC, variable valv",2.4,Automatic,1,Gasoline,Four-wheel Drive,19,24,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,Beige,Canyon Copper,9855
Ford,Expedition Max Limited,2022,22283,3.5L V6 24V PDI DOHC Twin Turbo,3.5,Automatic,1,Gasoline,Four-wheel Drive,,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,Oxford White,64604
Alfa,Romeo Giulia Base,2019,21464,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,28,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,Black,Silverstone Gray,27998
Alfa,Romeo Stelvio Base,2018,34036,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,17,23,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,Black,Alfa White,27000
MINI,Countryman Cooper S ALL4,2021,10854,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,26,33,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,Malt Brown,White Silver Metallic,33986
Toyota,Venza Limited,2021,26046,2.5L I4 16V PDI DOHC Hybrid,2.5,Automatic CVT,1,Hybrid,Four-wheel Drive,37,40,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,Black,Blueprint,42895
Maserati,Levante Base,2017,48089,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,14,20,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,Black,Silver,35995
BMW,330 i xDrive,2021,34100,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,25,34,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,Beige,Mineral Gray Metallic,33999
Mitsubishi,3000GT SL,1999,81284,3.0L V6 24V MPFI DOHC,3,5-Speed Manual,0,Gasoline,Front-wheel Drive,23,29,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Beige,Red,15990
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,46618,V6,,Automatic,1,Gasoline,Four-wheel Drive,16,21,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,Ebony,Santorini Black,61892
Jaguar,E-PACE S,2018,31818,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Four-wheel Drive,19,27,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,Ebony,Firenze Red,25900
Cadillac,XT4 Premium Luxury,2020,34520,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,Light Platinum / Jet Black,Crystal White Tri-Coat,33999
Hyundai,Sonata SEL Plus,2020,31705,1.6L I4 16V PDI DOHC Turbo,1.6,8-Speed Automatic,1,Gasoline,Front-wheel Drive,28,32,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,Black,Glowing Yellow,26495
Mazda,Mazda3 AWD w/Preferred Package,2019,33142,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,26,38,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,Black,Machine Gray Metallic,21990
Volvo,XC90 Hybrid T8 R-Design,2017,60412,2.0L I4 16V GDI DOHC Hybrid,2,8-Speed Automatic,1,Hybrid,Four-wheel Drive,80,94,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,Charcoal,Osmium Gray Metallic,32993
Volkswagen,Atlas 3.6L SEL,2018,73335,3.6L V6 24V GDI DOHC,3.6,8-Speed Automatic,1,Gasoline,Four-wheel Drive,17,23,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,Shetland Beige,Pure White,27342
Cadillac,Seville SLS,2003,72249,4.6L V8 32V MPFI DOHC,4.6,4-Speed Automatic,1,Gasoline,Front-wheel Drive,14,19,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Beige,Black,6000
Land,Rover Range Rover Sport Supercharged Dynamic,2019,57890,5.0L V8 32V GDI DOHC Supercharged,5,8-Speed Automatic,1,Gasoline,Four-wheel Drive,15,19,0,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,Ebony/Ebony/Ebony/Ebony,Firenze Red,56970
Chevrolet,Tahoe Premier,2022,9469,5.3L V8 16V GDI OHV,5.3,10-Speed Automatic,1,Gasoline,Four-wheel Drive,15,20,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,Jet Black,Iridescent Pearl Tricoat,73990
FIAT,124 Spider Classica,2017,11830,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,26,35,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,Nero,Black,21998
FIAT,124 Spider Lusso,2017,32361,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,26,35,,,,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,Saddle,Brown,20998
Hyundai,Sonata Sport,2015,109376,2.4L I4 185hp 178ft. lbs.,2.4,6-Speed Shiftable Automatic,1,Gasoline,Front-wheel Drive,21,28,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,Beige,Venetian Red,11999
Honda,CR-V EX-L,2019,40762,1.5L I4 16V GDI DOHC Turbo,1.5,Automatic CVT,1,Gasoline,Four-wheel Drive,27,33,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,Black,Gunmetal Metallic,26703
Maserati,Quattroporte S Q4 GranSport,2017,17756,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,15,21,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,Black,Black,42995
Chevrolet,Tahoe High Country,2022,15840,6.2L V8 16V GDI OHV,6.2,10-Speed Automatic,1,Gasoline,Four-wheel Drive,14,19,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,Jet Black,Cherry Red Tintcoat,74655
Kia,Sorento EX,2021,20957,"2.5L I-4 port/direct injection, DOHC, variable valve control, in",2.5,Automatic,1,Gasoline,Four-wheel Drive,27,37,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,,Passion Red Tintcoat,35483
Nissan,NV Passenger NV3500 HD S V6/S V8,2016,71216,4.0L V6 24V MPFI DOHC,4,5-Speed Automatic,1,Gasoline,Rear-wheel Drive,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Gray,Black,31993
Jeep,Compass Latitude,2012,149658,2.4L I4 16V MPFI DOHC,2.4,Automatic CVT,1,Gasoline,Front-wheel Drive,17,25,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Black,White,6795
Maserati,Quattroporte S Q4 GranLusso,2018,43128,3.0L V6 24V GDI DOHC Twin Turbo,3,8-Speed Automatic,1,Gasoline,Four-wheel Drive,17,25,0,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,Nero,Bianco Alpi Pearlescent,40992
Volvo,S90 T6 R-Design,2020,46382,2.0L I4 16V GDI DOHC,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,27,0,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,Charcoal,Black,35996
FIAT,500 Pop,2018,24345,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Automatic,1,Gasoline,Front-wheel Drive,28,33,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,,White Tri-Coat,15222
Toyota,Matrix,2007,73947,1.8L I4 16V MPFI DOHC,1.8,4-Speed Automatic,1,Gasoline,Front-wheel Drive,29,34,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Stone,Silver,8991
MINI,Cooper S,2007,45950,1.6L I4 16V GDI SOHC Turbo,1.6,6-Speed Manual,0,Gasoline,Front-wheel Drive,24,33,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Red,11490
Cadillac,CT6 3.0L Twin Turbo Platinum,2019,25040,3.0L V6 24V GDI DOHC Twin Turbo,3,10-Speed Automatic,1,Gasoline,Four-wheel Drive,16,23,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,Very Light Cashmere,Crystal White Tri-Coat,52000
Mitsubishi,Outlander PHEV SEL,2018,77311,2.0L I4 16V MPFI DOHC Hybrid,2,1-Speed Automatic,1,Hybrid,Four-wheel Drive,24,30,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,Black,Rally Red Metallic,22775
Ford,E350 Super Duty XLT,2008,164335,5.4L V8 16V MPFI SOHC,5.4,4-Speed Automatic,1,Gasoline,Rear-wheel Drive,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Medium Flint,Oxford White,11547
Audi,TT 2.0T,2016,71620,2.0L I4 16V GDI DOHC Turbo,2,6-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,23,30,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,Black,Black,27991
MINI,SE Countryman Cooper ALL4,2022,18652,1.5L I3 12V GDI DOHC Turbo Hybrid,1.5,6-Speed Automatic,1,Hybrid,Four-wheel Drive,23,32,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,Black,Blue,37900
Nissan,ARIYA VENTURE+,2023,713,Electric,,Automatic,1,Electric,Front-wheel Drive,20,28,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,Charcoal,2 Tone White / Black Roof,46911
Alfa,Romeo 8c Competizione Spider,2009,4321,,,F1,0,Unknown,Unknown,24,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nero,Bianco,299900
BMW,i4 Gran Coupe M50,2022,2958,Electric,,Automatic,1,Electric,Four-wheel Drive,,,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,Black,Alpine White,68335
Jeep,Grand Cherokee Sterling Edition,2018,91452,3.6L V6 24V MPFI DOHC,3.6,8-Speed Automatic,1,Gasoline,Rear-wheel Drive,,,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,Black,Billet Silver Metallic Clearcoat,24402
FIAT,124 Spider Lusso,2017,31462,1.4L I4 16V MPFI SOHC Turbo,1.4,6-Speed Automatic,1,Gasoline,Rear-wheel Drive,26,35,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,Tan,Bronze,26989
Jeep,Grand Wagoneer Series II,2022,15647,6.4L V8 16V MPFI OHV,6.4,8-Speed Automatic,1,Gasoline,Four-wheel Drive,19,26,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,Global Black,Diamond Black,77500
Porsche,Macan S,2021,24884,3.0L V6 24V GDI DOHC Turbo,3,7-Speed Automatic with Auto-Shift,1,Gasoline,Four-wheel Drive,19,23,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,Black,Jet Black,63900
BMW,X3 xDrive30i,2020,23109,2.0L I4 16V GDI DOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,24,29,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,Black,Glacier Silver Metallic,38990
MINI,Countryman Cooper S,2015,72998,1.6L I4 16V GDI DOHC Turbo,1.6,6-Speed Automatic,1,Gasoline,Front-wheel Drive,25,31,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,Black,Brown,16991
Hyundai,Sonata Limited,2014,85206,2.4L I4 16V GDI DOHC,2.4,6-Speed Automatic,1,Gasoline,Front-wheel Drive,28,37,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,Gray,Pearl White,12999
Volkswagen,Jetta 1.5T SEL,2022,7541,1.5L I4 16V GDI DOHC Turbo,1.5,8-Speed Automatic with Tiptronic,1,Gasoline,Front-wheel Drive,22,32,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,Volcano Brown,Deep Black Pearl Effect,27350
Cadillac,Escalade Sport,2022,2263,6.2L V8 16V GDI OHV,6.2,10-Speed Automatic,1,Gasoline,Four-wheel Drive,19,28,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,Black,Black Raven,109992
Alfa,Romeo Giulia Ti,2019,26802,"2L I-4 gasoline direct injection, MultiAir2 variable valve contr",2,"Automatic, 8-Spd",1,Gasoline,Four-wheel Drive,22,28,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,Red,Black,29895
Alfa,Romeo Stelvio Ti,2021,18116,2.0L I4 16V GDI SOHC Turbo,2,8-Speed Automatic,1,Gasoline,Four-wheel Drive,22,28,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,Black,Rosso,35663
Mazda,CX-5 Touring,2020,23429,2.5L I4 16V GDI DOHC,2.5,6-Speed Automatic,1,Gasoline,Four-wheel Drive,,,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,Black,Deep Crystal Blue Mica,27995
Land,Rover Defender 110 SE,2020,15722,V6,,Automatic,1,Gasoline,Four-wheel Drive,18,24,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,Acorn,Gondwana Stone,68990
Jaguar,E-PACE S,2019,35471,2.0L I4 16V GDI DOHC Turbo,2,9-Speed Automatic,1,Gasoline,Four-wheel Drive,19,27,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,Ebony,Narvik Black,29250
Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2021,38845,2.0L I4 16V GDI DOHC Hybrid,2,8-Speed Automatic,1,Hybrid,Four-wheel Drive,22,31,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,Blond,Crystal White Metallic,54988
Hyundai,Santa Fe Limited 2.4,2020,22750,2.4L I4 16V GDI DOHC,2.4,8-Speed Automatic,1,Gasoline,Front-wheel Drive,28,32,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,Espresso,Portofino Gray,30990
Volkswagen,Atlas Cross Sport 3.6L V6 SE w/Technology R-Line,2020,22253,3.6L V6 24V GDI DOHC,3.6,8-Speed Automatic,1,Gasoline,Front-wheel Drive,20,27,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,Titan Black,Pyrite Silver Metallic,33997
